sectioncode,Municipio,Mesa,sec,dis,Votos Totales,Votos Blancos,Votos Nulos,IZQESP,CEUS,FO,AHORA REPÚBLICAS (ERC-EH BILDU-BNG-ARA MÉS),JUNTS UE,PSOE,ANDALUCISTAS,IE,VOX,PP,ESCAÑOS EN BLANCO,CRT,PODEMOS,PFAC,PCTE,PCPE/PCPC,SUMAR ANDALUCÍA,PACMA,CREE EN EUROPA,PMR,"AGRUPACIÓN DE ELECTORES ""SE ACABÓ LA FIESTA""",F,EXISTE,Cs,FE de las JONS,SAE,J.U.E.X.,PH,VOLT,RECORTES CERO,EXTREMEÑOS,GLG,PIRATAS / REBELDES,PREPAL,max,p_ganador,ganador,%blanco,%nulo,IZQESP,CEUS,FO,AHORA REPÚBLICAS (ERC-EH BILDU-BNG-ARA MÉS),JUNTS UE,PSOE,ANDALUCISTAS,IE,VOX,PP,ESCAÑOS EN BLANCO,CRT,PODEMOS,PFAC,PCTE,PCPE/PCPC,SUMAR ANDALUCÍA,PACMA,CREE EN EUROPA,PMR,"AGRUPACIÓN DE ELECTORES ""SE ACABÓ LA FIESTA""",F,EXISTE,Cs,FE de las JONS,SAE,J.U.E.X.,PH,VOLT,RECORTES CERO,EXTREMEÑOS,GLG,PIRATAS / REBELDES,PREPAL,Distrito
2906708039,Málaga,8039,39,8,629,2,2,0,1,1,1,0,230,2,0,64,186,0,0,19,0,1,0,38,14,0,0,58,0,1,5,0,0,0,0,3,0,0,0,1,0,230,6,PSOE,"0,3","0,3",0,"0,2","0,2","0,2",0,"36,6","0,3",0,"10,2","29,6",0,0,3,0,"0,2",0,6,"2,2",0,0,"9,2",0,"0,2","0,8",0,0,0,0,"0,5",0,0,0,"0,2",0,"Sección 39,Distrito 8"
2906708040,Málaga,8040,40,8,752,12,2,2,0,0,1,0,235,7,4,123,216,0,2,19,2,2,0,36,2,1,0,71,0,0,11,1,0,0,0,2,0,0,0,1,0,235,6,PSOE,"1,6","0,3","0,3",0,0,"0,1",0,"31,3","0,9","0,5","16,4","28,7",0,"0,3","2,5","0,3","0,3",0,"4,8","0,3","0,1",0,"9,4",0,0,"1,5","0,1",0,0,0,"0,3",0,0,0,"0,1",0,"Sección 40,Distrito 8"
2906708041,Málaga,8041,41,8,576,3,3,0,0,2,3,0,210,2,1,71,192,0,0,16,0,0,0,16,2,0,0,50,1,0,4,0,0,0,0,0,0,0,0,0,0,210,6,PSOE,"0,5","0,5",0,0,"0,3","0,5",0,"36,5","0,3","0,2","12,3","33,3",0,0,"2,8",0,0,0,"2,8","0,3",0,0,"8,7","0,2",0,"0,7",0,0,0,0,0,0,0,0,0,0,"Sección 41,Distrito 8"
2906708042,Málaga,8042,42,8,756,6,4,4,0,5,0,0,197,2,2,72,268,1,0,17,0,1,0,66,13,1,0,75,0,2,17,0,0,0,2,1,0,0,0,0,0,268,10,PP,"0,8","0,5","0,5",0,"0,7",0,0,"26,1","0,3","0,3","9,5","35,4","0,1",0,"2,2",0,"0,1",0,"8,7","1,7","0,1",0,"9,9",0,"0,3","2,2",0,0,0,"0,3","0,1",0,0,0,0,0,"Sección 42,Distrito 8"
2906708043,Málaga,8043,43,8,990,6,9,2,0,3,0,0,237,4,5,98,375,2,0,51,2,2,0,60,11,4,0,105,0,0,11,1,0,0,0,1,0,0,0,1,0,375,10,PP,"0,6","0,9","0,2",0,"0,3",0,0,"23,9","0,4","0,5","9,9","37,9","0,2",0,"5,2","0,2","0,2",0,"6,1","1,1","0,4",0,"10,6",0,0,"1,1","0,1",0,0,0,"0,1",0,0,0,"0,1",0,"Sección 43,Distrito 8"
2906708044,Málaga,8044,44,8,762,4,0,1,0,4,0,0,177,0,5,71,309,3,0,25,1,0,1,36,10,2,1,92,0,0,14,1,1,0,2,1,1,0,0,0,0,309,10,PP,"0,5",0,"0,1",0,"0,5",0,0,"23,2",0,"0,7","9,3","40,6","0,4",0,"3,3","0,1",0,"0,1","4,7","1,3","0,3","0,1","12,1",0,0,"1,8","0,1","0,1",0,"0,3","0,1","0,1",0,0,0,0,"Sección 44,Distrito 8"
2906708045,Málaga,8045,45,8,363,2,0,0,0,1,0,0,123,0,0,25,133,0,0,9,0,1,0,13,4,0,0,43,0,0,8,0,0,0,0,0,0,0,0,1,0,133,10,PP,"0,6",0,0,0,"0,3",0,0,"33,9",0,0,"6,9","36,6",0,0,"2,5",0,"0,3",0,"3,6","1,1",0,0,"11,8",0,0,"2,2",0,0,0,0,0,0,0,0,"0,3",0,"Sección 45,Distrito 8"
2906708046,Málaga,8046,46,8,350,0,8,2,0,0,0,0,131,0,0,32,112,0,0,14,0,0,0,21,0,0,0,28,0,0,0,0,0,0,0,1,1,0,0,0,0,131,6,PSOE,0,"2,3","0,6",0,0,0,0,"37,4",0,0,"9,1",32,0,0,4,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,"0,3","0,3",0,0,0,0,"Sección 46,Distrito 8"
2906708047,Málaga,8047,47,8,440,3,2,1,0,0,2,0,153,4,1,46,147,0,0,14,2,0,0,23,3,0,0,30,2,0,6,0,0,0,1,0,0,0,0,0,0,153,6,PSOE,"0,7","0,5","0,2",0,0,"0,5",0,"34,8","0,9","0,2","10,5","33,4",0,0,"3,2","0,5",0,0,"5,2","0,7",0,0,"6,8","0,5",0,"1,4",0,0,0,"0,2",0,0,0,0,0,0,"Sección 47,Distrito 8"
2906708048,Málaga,8048,48,8,301,1,1,0,0,1,0,0,103,2,0,15,117,0,0,12,1,0,0,18,1,0,0,27,0,0,2,0,0,0,0,0,0,0,0,0,0,117,10,PP,"0,3","0,3",0,0,"0,3",0,0,"34,2","0,7",0,5,"38,9",0,0,4,"0,3",0,0,6,"0,3",0,0,9,0,0,"0,7",0,0,0,0,0,0,0,0,0,0,"Sección 48,Distrito 8"
2906708049,Málaga,8049,49,8,361,0,1,0,0,1,0,0,143,1,0,20,133,1,0,16,0,0,1,16,5,0,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,143,6,PSOE,0,"0,3",0,0,"0,3",0,0,"39,6","0,3",0,"5,5","36,8","0,3",0,"4,4",0,0,"0,3","4,4","1,4",0,0,"5,8",0,0,"0,6",0,0,0,0,0,0,0,0,0,0,"Sección 49,Distrito 8"
2906708050,Málaga,8050,50,8,131,1,0,0,0,0,0,0,52,0,0,12,43,0,0,5,0,0,0,2,1,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,52,6,PSOE,"0,8",0,0,0,0,0,0,"39,7",0,0,"9,2","32,8",0,0,"3,8",0,0,0,"1,5","0,8",0,0,"10,7",0,0,0,0,0,0,"0,8",0,0,0,0,0,0,"Sección 50,Distrito 8"
2906708051,Málaga,8051,51,8,320,4,1,2,0,1,0,0,78,1,1,27,129,0,0,5,0,0,0,30,6,1,0,28,0,0,6,0,0,0,0,0,0,0,0,0,0,129,10,PP,"1,3","0,3","0,6",0,"0,3",0,0,"24,4","0,3","0,3","8,4","40,3",0,0,"1,6",0,0,0,"9,4","1,9","0,3",0,"8,8",0,0,"1,9",0,0,0,0,0,0,0,0,0,0,"Sección 51,Distrito 8"
2906708052,Málaga,8052,52,8,562,4,7,3,1,4,1,0,161,6,2,45,203,1,0,23,2,3,0,41,5,0,0,42,0,0,4,0,0,0,1,2,0,0,1,0,0,203,10,PP,"0,7","1,2","0,5","0,2","0,7","0,2",0,"28,6","1,1","0,4",8,"36,1","0,2",0,"4,1","0,4","0,5",0,"7,3","0,9",0,0,"7,5",0,0,"0,7",0,0,0,"0,2","0,4",0,0,"0,2",0,0,"Sección 52,Distrito 8"
2906708053,Málaga,8053,53,8,418,3,2,1,0,1,0,0,190,2,0,24,116,0,0,21,0,1,0,22,9,1,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,190,6,PSOE,"0,7","0,5","0,2",0,"0,2",0,0,"45,5","0,5",0,"5,7","27,8",0,0,5,0,"0,2",0,"5,3","2,2","0,2",0,"4,8",0,0,"1,2",0,0,0,0,0,0,0,0,0,0,"Sección 53,Distrito 8"
2906708054,Málaga,8054,54,8,830,8,8,4,0,5,4,0,232,2,1,81,310,0,0,32,3,2,1,51,12,0,0,69,0,0,3,0,0,2,0,0,0,0,0,0,0,310,10,PP,1,1,"0,5",0,"0,6","0,5",0,28,"0,2","0,1","9,8","37,3",0,0,"3,9","0,4","0,2","0,1","6,1","1,4",0,0,"8,3",0,0,"0,4",0,0,"0,2",0,0,0,0,0,0,0,"Sección 54,Distrito 8"
2906708055,Málaga,8055,55,8,579,1,5,2,0,3,0,0,203,4,0,72,160,0,0,24,4,0,3,27,16,1,0,44,1,0,8,0,0,0,0,1,0,0,0,0,0,203,6,PSOE,"0,2","0,9","0,3",0,"0,5",0,0,"35,1","0,7",0,"12,4","27,6",0,0,"4,1","0,7",0,"0,5","4,7","2,8","0,2",0,"7,6","0,2",0,"1,4",0,0,0,0,"0,2",0,0,0,0,0,"Sección 55,Distrito 8"
2906708056,Málaga,8056,56,8,598,6,9,3,0,0,0,0,177,1,2,54,190,1,0,25,0,1,0,40,11,1,0,64,2,1,9,0,1,0,0,0,0,0,0,0,0,190,10,PP,1,"1,5","0,5",0,0,0,0,"29,6","0,2","0,3",9,"31,8","0,2",0,"4,2",0,"0,2",0,"6,7","1,8","0,2",0,"10,7","0,3","0,2","1,5",0,"0,2",0,0,0,0,0,0,0,0,"Sección 56,Distrito 8"
2906708057,Málaga,8057,57,8,1124,11,6,3,0,2,1,0,299,7,4,115,461,2,0,37,3,1,1,73,10,1,0,65,1,1,18,0,0,0,1,0,1,0,0,0,0,461,10,PP,1,"0,5","0,3",0,"0,2","0,1",0,"26,6","0,6","0,4","10,2",41,"0,2",0,"3,3","0,3","0,1","0,1","6,5","0,9","0,1",0,"5,8","0,1","0,1","1,6",0,0,0,"0,1",0,"0,1",0,0,0,0,"Sección 57,Distrito 8"
2906708058,Málaga,8058,58,8,846,5,6,4,0,4,0,0,183,0,0,110,368,1,0,26,4,0,0,31,8,0,1,76,0,0,14,1,1,0,0,1,1,0,0,1,0,368,10,PP,"0,6","0,7","0,5",0,"0,5",0,0,"21,6",0,0,13,"43,5","0,1",0,"3,1","0,5",0,0,"3,7","0,9",0,"0,1",9,0,0,"1,7","0,1","0,1",0,0,"0,1","0,1",0,0,"0,1",0,"Sección 58,Distrito 8"
2906708059,Málaga,8059,59,8,758,6,5,1,0,6,0,1,175,5,0,87,295,0,0,37,1,1,0,36,13,2,1,69,0,1,13,1,0,0,0,0,0,0,0,0,2,295,10,PP,"0,8","0,7","0,1",0,"0,8",0,"0,1","23,1","0,7",0,"11,5","38,9",0,0,"4,9","0,1","0,1",0,"4,7","1,7","0,3","0,1","9,1",0,"0,1","1,7","0,1",0,0,0,0,0,0,0,0,"0,3","Sección 59,Distrito 8"
2906708060,Málaga,8060,60,8,453,0,0,6,0,0,0,0,131,2,2,54,163,1,0,27,1,1,0,15,3,1,0,36,1,0,9,0,0,0,0,0,0,0,0,0,0,163,10,PP,0,0,"1,3",0,0,0,0,"28,9","0,4","0,4","11,9",36,"0,2",0,6,"0,2","0,2",0,"3,3","0,7","0,2",0,"7,9","0,2",0,2,0,0,0,0,0,0,0,0,0,0,"Sección 60,Distrito 8"
2906708061,Málaga,8061,61,8,891,8,0,1,0,10,0,0,205,3,1,104,352,2,0,38,0,1,0,51,14,1,0,82,0,0,14,0,0,0,0,1,1,0,0,2,0,352,10,PP,"0,9",0,"0,1",0,"1,1",0,0,23,"0,3","0,1","11,7","39,5","0,2",0,"4,3",0,"0,1",0,"5,7","1,6","0,1",0,"9,2",0,0,"1,6",0,0,0,0,"0,1","0,1",0,0,"0,2",0,"Sección 61,Distrito 8"
2906708062,Málaga,8062,62,8,446,2,1,1,0,3,0,0,134,3,5,42,150,4,0,14,0,1,0,20,7,1,0,49,0,0,8,0,1,0,0,0,0,0,0,0,0,150,10,PP,"0,4","0,2","0,2",0,"0,7",0,0,30,"0,7","1,1","9,4","33,6","0,9",0,"3,1",0,"0,2",0,"4,5","1,6","0,2",0,11,0,0,"1,8",0,"0,2",0,0,0,0,0,0,0,0,"Sección 62,Distrito 8"
2906708063,Málaga,8063,63,8,726,7,4,2,1,2,0,0,175,4,0,56,303,2,0,25,5,0,0,54,8,0,0,63,0,2,6,0,0,0,1,5,1,0,0,0,0,303,10,PP,1,"0,6","0,3","0,1","0,3",0,0,"24,1","0,6",0,"7,7","41,7","0,3",0,"3,4","0,7",0,0,"7,4","1,1",0,0,"8,7",0,"0,3","0,8",0,0,0,"0,1","0,7","0,1",0,0,0,0,"Sección 63,Distrito 8"
2906708064,Málaga,8064,64,8,499,9,2,0,0,1,0,0,176,0,2,51,159,1,0,18,2,1,1,27,6,0,0,39,1,0,3,0,0,0,0,0,0,0,0,0,0,176,6,PSOE,"1,8","0,4",0,0,"0,2",0,0,"35,3",0,"0,4","10,2","31,9","0,2",0,"3,6","0,4","0,2","0,2","5,4","1,2",0,0,"7,8","0,2",0,"0,6",0,0,0,0,0,0,0,0,0,0,"Sección 64,Distrito 8"
2906708065,Málaga,8065,65,8,832,11,3,2,0,3,3,0,201,2,5,73,352,2,0,20,0,0,0,47,8,2,0,75,0,1,20,0,0,0,0,2,0,0,0,0,0,352,10,PP,"1,3","0,4","0,2",0,"0,4","0,4",0,"24,2","0,2","0,6","8,8","42,3","0,2",0,"2,4",0,0,0,"5,6",1,"0,2",0,9,0,"0,1","2,4",0,0,0,0,"0,2",0,0,0,0,0,"Sección 65,Distrito 8"
2906708066,Málaga,8066,66,8,605,7,6,2,2,2,2,0,166,7,1,64,141,3,0,36,1,0,0,73,14,0,0,64,0,0,10,1,0,2,0,0,0,0,0,1,0,166,6,PSOE,"1,2",1,"0,3","0,3","0,3","0,3",0,"27,4","1,2","0,2","10,6","23,3","0,5",0,6,"0,2",0,0,"12,1","2,3",0,0,"10,6",0,0,"1,7","0,2",0,"0,3",0,0,0,0,0,"0,2",0,"Sección 66,Distrito 8"
2906708067,Málaga,8067,67,8,573,1,2,0,0,3,0,0,152,3,0,58,230,2,0,20,1,0,1,36,3,0,0,52,0,1,7,1,0,0,0,0,0,0,0,0,0,230,10,PP,"0,2","0,3",0,0,"0,5",0,0,"26,5","0,5",0,"10,1","40,1","0,3",0,"3,5","0,2",0,"0,2","6,3","0,5",0,0,"9,1",0,"0,2","1,2","0,2",0,0,0,0,0,0,0,0,0,"Sección 67,Distrito 8"
2906708068,Málaga,8068,68,8,613,6,6,4,0,4,0,0,152,5,0,70,212,0,0,19,2,0,0,44,8,1,0,63,1,2,14,0,0,0,0,0,0,0,0,0,0,212,10,PP,1,1,"0,7",0,"0,7",0,0,"24,8","0,8",0,"11,4","34,6",0,0,"3,1","0,3",0,0,"7,2","1,3","0,2",0,"10,3","0,2","0,3","2,3",0,0,0,0,0,0,0,0,0,0,"Sección 68,Distrito 8"
2906708069,Málaga,8069,69,8,709,14,1,7,0,5,0,0,199,7,3,59,255,0,1,18,2,0,3,51,7,1,0,68,2,2,4,0,0,0,0,0,0,0,0,0,0,255,10,PP,2,"0,1",1,0,"0,7",0,0,"28,1",1,"0,4","8,3",36,0,"0,1","2,5","0,3",0,"0,4","7,2",1,"0,1",0,"9,6","0,3","0,3","0,6",0,0,0,0,0,0,0,0,0,0,"Sección 69,Distrito 8"
2906708070,Málaga,8070,70,8,669,6,2,1,0,6,1,0,166,7,1,66,250,0,0,14,1,0,0,51,7,0,0,74,0,5,8,1,0,0,0,1,1,0,0,0,0,250,10,PP,"0,9","0,3","0,1",0,"0,9","0,1",0,"24,8",1,"0,1","9,9","37,4",0,0,"2,1","0,1",0,0,"7,6",1,0,0,"11,1",0,"0,7","1,2","0,1",0,0,0,"0,1","0,1",0,0,0,0,"Sección 70,Distrito 8"
2906708071,Málaga,8071,71,8,615,6,4,8,2,3,0,0,88,7,0,70,303,0,1,16,0,0,0,36,3,2,0,52,0,0,6,0,0,0,0,5,1,0,0,2,0,303,10,PP,1,"0,7","1,3","0,3","0,5",0,0,"14,3","1,1",0,"11,4","49,3",0,"0,2","2,6",0,0,0,"5,9","0,5","0,3",0,"8,5",0,0,1,0,0,0,0,"0,8","0,2",0,0,"0,3",0,"Sección 71,Distrito 8"
2906708072,Málaga,8072,72,8,420,7,5,2,1,3,0,1,116,6,0,66,104,0,0,15,1,0,0,30,5,2,0,53,0,0,3,0,0,0,0,0,0,0,0,0,0,116,6,PSOE,"1,7","1,2","0,5","0,2","0,7",0,"0,2","27,6","1,4",0,"15,7","24,8",0,0,"3,6","0,2",0,0,"7,1","1,2","0,5",0,"12,6",0,0,"0,7",0,0,0,0,0,0,0,0,0,0,"Sección 72,Distrito 8"
2906708073,Málaga,8073,73,8,369,2,3,1,0,2,0,0,153,1,1,42,97,0,0,21,1,0,1,9,5,0,0,28,0,0,1,0,0,0,1,0,0,0,0,0,0,153,6,PSOE,"0,5","0,8","0,3",0,"0,5",0,0,"41,5","0,3","0,3","11,4","26,3",0,0,"5,7","0,3",0,"0,3","2,4","1,4",0,0,"7,6",0,0,"0,3",0,0,0,"0,3",0,0,0,0,0,0,"Sección 73,Distrito 8"
2906708074,Málaga,8074,74,8,463,3,3,1,0,1,0,0,123,1,2,62,164,0,0,8,3,1,3,33,10,0,0,35,0,0,7,0,0,0,0,1,1,0,0,0,1,164,10,PP,"0,6","0,6","0,2",0,"0,2",0,0,"26,6","0,2","0,4","13,4","35,4",0,0,"1,7","0,6","0,2","0,6","7,1","2,2",0,0,"7,6",0,0,"1,5",0,0,0,0,"0,2","0,2",0,0,0,"0,2","Sección 74,Distrito 8"
2906708075,Málaga,8075,75,8,575,3,5,0,0,2,4,0,126,2,0,51,244,1,0,19,5,1,0,41,9,2,0,52,0,0,7,0,1,0,0,0,0,0,0,0,0,244,10,PP,"0,5","0,9",0,0,"0,3","0,7",0,"21,9","0,3",0,"8,9","42,4","0,2",0,"3,3","0,9","0,2",0,"7,1","1,6","0,3",0,9,0,0,"1,2",0,"0,2",0,0,0,0,0,0,0,0,"Sección 75,Distrito 8"
2906708076,Málaga,8076,76,8,928,7,6,5,0,3,0,0,182,2,1,103,392,0,0,38,3,1,0,50,9,0,0,107,0,0,16,0,0,0,2,0,1,0,0,0,0,392,10,PP,"0,8","0,6","0,5",0,"0,3",0,0,"19,6","0,2","0,1","11,1","42,2",0,0,"4,1","0,3","0,1",0,"5,4",1,0,0,"11,5",0,0,"1,7",0,0,0,"0,2",0,"0,1",0,0,0,0,"Sección 76,Distrito 8"
2906709001,Málaga,9001,1,9,476,1,1,1,0,2,0,0,108,0,1,52,237,0,0,11,0,0,0,15,2,0,0,39,1,0,4,0,0,0,0,0,0,0,0,1,0,237,10,PP,"0,2","0,2","0,2",0,"0,4",0,0,"22,7",0,"0,2","10,9","49,8",0,0,"2,3",0,0,0,"3,2","0,4",0,0,"8,2","0,2",0,"0,8",0,0,0,0,0,0,0,0,"0,2",0,"Sección 1,Distrito 9"
2906709002,Málaga,9002,2,9,542,0,2,0,0,0,1,0,65,0,0,71,338,0,0,2,0,0,0,11,0,0,0,42,0,0,9,0,0,0,0,0,0,0,0,1,0,338,10,PP,0,"0,4",0,0,0,"0,2",0,12,0,0,"13,1","62,4",0,0,"0,4",0,0,0,2,0,0,0,"7,7",0,0,"1,7",0,0,0,0,0,0,0,0,"0,2",0,"Sección 2,Distrito 9"
2906709003,Málaga,9003,3,9,891,2,3,5,0,4,1,1,177,5,3,78,496,0,0,17,1,0,0,33,6,19,1,24,0,1,11,0,0,0,1,2,0,0,0,0,0,496,10,PP,"0,2","0,3","0,6",0,"0,4","0,1","0,1","19,9","0,6","0,3","8,8","55,7",0,0,"1,9","0,1",0,0,"3,7","0,7","2,1","0,1","2,7",0,"0,1","1,2",0,0,0,"0,1","0,2",0,0,0,0,0,"Sección 3,Distrito 9"
2906709004,Málaga,9004,4,9,633,7,5,1,0,1,0,1,177,1,2,58,285,0,0,24,0,1,0,21,5,1,0,39,0,0,4,0,0,0,0,0,0,0,0,0,0,285,10,PP,"1,1","0,8","0,2",0,"0,2",0,"0,2",28,"0,2","0,3","9,2",45,0,0,"3,8",0,"0,2",0,"3,3","0,8","0,2",0,"6,2",0,0,"0,6",0,0,0,0,0,0,0,0,0,0,"Sección 4,Distrito 9"
2906709005,Málaga,9005,5,9,565,6,4,0,0,2,0,0,92,5,0,60,310,1,0,16,0,0,0,18,4,2,0,34,0,1,9,0,0,0,0,1,0,0,0,0,0,310,10,PP,"1,1","0,7",0,0,"0,4",0,0,"16,3","0,9",0,"10,6","54,9","0,2",0,"2,8",0,0,0,"3,2","0,7","0,4",0,6,0,"0,2","1,6",0,0,0,0,"0,2",0,0,0,0,0,"Sección 5,Distrito 9"
2906709006,Málaga,9006,6,9,741,5,3,0,0,2,0,0,165,2,0,80,370,4,2,23,0,0,0,30,4,0,0,38,0,1,10,0,0,0,0,0,0,1,0,1,0,370,10,PP,"0,7","0,4",0,0,"0,3",0,0,"22,3","0,3",0,"10,8","49,9","0,5","0,3","3,1",0,0,0,4,"0,5",0,0,"5,1",0,"0,1","1,3",0,0,0,0,0,0,"0,1",0,"0,1",0,"Sección 6,Distrito 9"
2906709007,Málaga,9007,7,9,1025,11,2,3,1,2,1,1,243,4,1,96,464,1,0,48,2,0,1,59,3,1,0,63,0,1,11,0,2,1,0,1,0,0,0,2,0,464,10,PP,"1,1","0,2","0,3","0,1","0,2","0,1","0,1","23,7","0,4","0,1","9,4","45,3","0,1",0,"4,7","0,2",0,"0,1","5,8","0,3","0,1",0,"6,1",0,"0,1","1,1",0,"0,2","0,1",0,"0,1",0,0,0,"0,2",0,"Sección 7,Distrito 9"
2906709008,Málaga,9008,8,9,400,2,1,1,0,1,0,0,118,0,0,45,171,0,0,15,2,0,0,16,0,0,0,24,0,0,2,0,0,0,0,2,0,0,0,0,0,171,10,PP,"0,5","0,3","0,3",0,"0,3",0,0,"29,5",0,0,"11,3","42,8",0,0,"3,8","0,5",0,0,4,0,0,0,6,0,0,"0,5",0,0,0,0,"0,5",0,0,0,0,0,"Sección 8,Distrito 9"
2906709009,Málaga,9009,9,9,373,7,1,1,0,5,1,0,134,0,0,34,114,0,0,12,0,1,1,22,2,2,1,30,0,0,5,0,0,0,0,0,0,0,0,0,0,134,6,PSOE,"1,9","0,3","0,3",0,"1,3","0,3",0,"35,9",0,0,"9,1","30,6",0,0,"3,2",0,"0,3","0,3","5,9","0,5","0,5","0,3",8,0,0,"1,3",0,0,0,0,0,0,0,0,0,0,"Sección 9,Distrito 9"
2906709010,Málaga,9010,10,9,653,5,4,2,0,3,1,0,179,0,1,61,295,1,0,31,1,3,0,32,2,0,0,21,0,0,7,0,0,0,0,1,3,0,0,0,0,295,10,PP,"0,8","0,6","0,3",0,"0,5","0,2",0,"27,4",0,"0,2","9,3","45,2","0,2",0,"4,7","0,2","0,5",0,"4,9","0,3",0,0,"3,2",0,0,"1,1",0,0,0,0,"0,2","0,5",0,0,0,0,"Sección 10,Distrito 9"
2906709011,Málaga,9011,11,9,701,8,6,1,1,5,0,0,211,1,3,82,241,1,0,34,3,0,2,32,14,1,0,43,1,0,5,1,1,1,1,2,0,0,0,0,0,241,10,PP,"1,1","0,9","0,1","0,1","0,7",0,0,"30,1","0,1","0,4","11,7","34,4","0,1",0,"4,9","0,4",0,"0,3","4,6",2,"0,1",0,"6,1","0,1",0,"0,7","0,1","0,1","0,1","0,1","0,3",0,0,0,0,0,"Sección 11,Distrito 9"
2906709012,Málaga,9012,12,9,546,11,7,2,0,1,2,0,213,2,0,51,149,0,0,24,2,3,1,28,6,1,0,35,0,0,1,1,0,0,0,4,0,0,0,0,2,213,6,PSOE,2,"1,3","0,4",0,"0,2","0,4",0,39,"0,4",0,"9,3","27,3",0,0,"4,4","0,4","0,5","0,2","5,1","1,1","0,2",0,"6,4",0,0,"0,2","0,2",0,0,0,"0,7",0,0,0,0,"0,4","Sección 12,Distrito 9"
2906709013,Málaga,9013,13,9,341,3,1,3,2,1,0,1,93,5,0,43,123,2,0,9,4,0,1,8,3,0,0,35,1,0,3,0,0,0,0,0,0,0,0,0,0,123,10,PP,"0,9","0,3","0,9","0,6","0,3",0,"0,3","27,3","1,5",0,"12,6","36,1","0,6",0,"2,6","1,2",0,"0,3","2,3","0,9",0,0,"10,3","0,3",0,"0,9",0,0,0,0,0,0,0,0,0,0,"Sección 13,Distrito 9"
2906709014,Málaga,9014,14,9,398,0,3,0,0,5,0,0,147,2,0,45,116,0,0,14,0,0,0,30,5,2,0,26,0,0,1,0,1,0,0,0,0,0,0,0,1,147,6,PSOE,0,"0,8",0,0,"1,3",0,0,"36,9","0,5",0,"11,3","29,1",0,0,"3,5",0,0,0,"7,5","1,3","0,5",0,"6,5",0,0,"0,3",0,"0,3",0,0,0,0,0,0,0,"0,3","Sección 14,Distrito 9"
2906709015,Málaga,9015,15,9,278,3,1,0,0,2,0,0,103,0,0,37,89,0,0,18,0,0,0,15,4,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,103,6,PSOE,"1,1","0,4",0,0,"0,7",0,0,"37,1",0,0,"13,3",32,0,0,"6,5",0,0,0,"5,4","1,4",0,0,"1,4",0,0,"0,4",0,0,"0,4",0,0,0,0,0,0,0,"Sección 15,Distrito 9"
2906709016,Málaga,9016,16,9,272,2,0,0,0,0,0,0,86,3,0,33,85,0,1,13,0,1,0,15,8,0,1,22,0,0,2,0,0,0,0,0,0,0,0,0,0,86,6,PSOE,"0,7",0,0,0,0,0,0,"31,6","1,1",0,"12,1","31,3",0,"0,4","4,8",0,"0,4",0,"5,5","2,9",0,"0,4","8,1",0,0,"0,7",0,0,0,0,0,0,0,0,0,0,"Sección 16,Distrito 9"
2906709017,Málaga,9017,17,9,289,6,3,0,0,1,0,0,98,0,1,29,94,0,0,10,1,0,2,16,6,0,0,19,0,0,2,0,0,0,0,1,0,0,0,0,0,98,6,PSOE,"2,1",1,0,0,"0,3",0,0,"33,9",0,"0,3",10,"32,5",0,0,"3,5","0,3",0,"0,7","5,5","2,1",0,0,"6,6",0,0,"0,7",0,0,0,0,"0,3",0,0,0,0,0,"Sección 17,Distrito 9"
2906709018,Málaga,9018,18,9,385,0,4,0,0,2,0,0,153,0,0,51,99,0,0,16,0,1,0,17,9,0,0,28,0,0,4,0,0,0,0,1,0,0,0,0,0,153,6,PSOE,0,1,0,0,"0,5",0,0,"39,7",0,0,"13,2","25,7",0,0,"4,2",0,"0,3",0,"4,4","2,3",0,0,"7,3",0,0,1,0,0,0,0,"0,3",0,0,0,0,0,"Sección 18,Distrito 9"
2906709019,Málaga,9019,19,9,321,1,0,0,0,2,0,0,106,0,1,46,108,0,0,14,0,0,0,9,3,0,0,29,0,0,1,0,0,0,0,0,0,0,0,1,0,108,10,PP,"0,3",0,0,0,"0,6",0,0,33,0,"0,3","14,3","33,6",0,0,"4,4",0,0,0,"2,8","0,9",0,0,9,0,0,"0,3",0,0,0,0,0,0,0,0,"0,3",0,"Sección 19,Distrito 9"
2906709020,Málaga,9020,20,9,286,1,4,1,0,1,1,0,112,2,0,26,79,0,0,13,0,0,0,23,4,0,0,15,0,0,3,0,0,0,0,0,0,0,0,1,0,112,6,PSOE,"0,3","1,4","0,3",0,"0,3","0,3",0,"39,2","0,7",0,"9,1","27,6",0,0,"4,5",0,0,0,8,"1,4",0,0,"5,2",0,0,1,0,0,0,0,0,0,0,0,"0,3",0,"Sección 20,Distrito 9"
2906709021,Málaga,9021,21,9,482,1,2,0,0,3,2,0,189,1,1,39,168,0,0,14,1,0,0,30,5,0,0,19,0,0,3,0,0,0,2,2,0,0,0,0,0,189,6,PSOE,"0,2","0,4",0,0,"0,6","0,4",0,"39,2","0,2","0,2","8,1","34,9",0,0,"2,9","0,2",0,0,"6,2",1,0,0,"3,9",0,0,"0,6",0,0,0,"0,4","0,4",0,0,0,0,0,"Sección 21,Distrito 9"
