sectioncode,Municipio,Mesa,sec,dis,Votos Totales,Votos Blancos,Votos Nulos,IZQESP,CEUS,FO,AHORA REPÚBLICAS (ERC-EH BILDU-BNG-ARA MÉS),JUNTS UE,PSOE,ANDALUCISTAS,IE,VOX,PP,ESCAÑOS EN BLANCO,CRT,PODEMOS,PFAC,PCTE,PCPE/PCPC,SUMAR ANDALUCÍA,PACMA,CREE EN EUROPA,PMR,"AGRUPACIÓN DE ELECTORES ""SE ACABÓ LA FIESTA""",F,EXISTE,Cs,FE de las JONS,SAE,J.U.E.X.,PH,VOLT,RECORTES CERO,EXTREMEÑOS,GLG,PIRATAS / REBELDES,PREPAL,max,p_ganador,ganador,%blanco,%nulo,IZQESP,CEUS,FO,AHORA REPÚBLICAS (ERC-EH BILDU-BNG-ARA MÉS),JUNTS UE,PSOE,ANDALUCISTAS,IE,VOX,PP,ESCAÑOS EN BLANCO,CRT,PODEMOS,PFAC,PCTE,PCPE/PCPC,SUMAR ANDALUCÍA,PACMA,CREE EN EUROPA,PMR,"AGRUPACIÓN DE ELECTORES ""SE ACABÓ LA FIESTA""",F,EXISTE,Cs,FE de las JONS,SAE,J.U.E.X.,PH,VOLT,RECORTES CERO,EXTREMEÑOS,GLG,PIRATAS / REBELDES,PREPAL,Distrito
2903201002,Campillos,1002,2,1,602,0,3,0,0,2,1,0,189,4,0,74,239,3,0,6,1,0,2,48,3,0,0,22,0,0,3,0,0,0,0,2,0,0,0,0,0,239,10,PP,0,"0,5",0,0,"0,3","0,2",0,"31,4","0,7",0,"12,3","39,7","0,5",0,1,"0,2",0,"0,3",8,"0,5",0,0,"3,7",0,0,"0,5",0,0,0,0,"0,3",0,0,0,0,0,"Sección 2,Distrito 1"
2903201003,Campillos,1003,3,1,517,6,7,0,1,0,1,0,219,1,1,36,160,0,0,13,2,0,0,46,1,0,0,16,0,0,2,1,0,0,1,0,0,0,0,3,0,219,6,PSOE,"1,2","1,4",0,"0,2",0,"0,2",0,"42,4","0,2","0,2",7,"30,9",0,0,"2,5","0,4",0,0,"8,9","0,2",0,0,"3,1",0,0,"0,4","0,2",0,0,"0,2",0,0,0,0,"0,6",0,"Sección 3,Distrito 1"
2903201004,Campillos,1004,4,1,404,3,3,0,0,0,0,0,178,2,2,27,138,0,0,10,0,0,0,32,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,178,6,PSOE,"0,7","0,7",0,0,0,0,0,"44,1","0,5","0,5","6,7","34,2",0,0,"2,5",0,0,0,"7,9",0,0,0,2,0,0,"0,2",0,0,0,0,0,0,0,0,0,0,"Sección 4,Distrito 1"
2903201005,Campillos,1005,5,1,562,2,15,0,0,1,2,0,272,1,3,35,97,0,0,16,0,2,2,90,2,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,272,6,PSOE,"0,4","2,7",0,0,"0,2","0,4",0,"48,4","0,2","0,5","6,2","17,3",0,0,"2,8",0,"0,4","0,4",16,"0,4",0,0,"3,7",0,0,"0,2",0,0,0,0,0,0,0,0,0,0,"Sección 5,Distrito 1"
2903201006,Campillos,1006,6,1,530,7,12,0,0,4,1,0,181,4,0,61,152,0,1,9,1,3,0,61,2,0,0,28,0,1,2,0,0,0,0,0,0,0,0,0,0,181,6,PSOE,"1,3","2,3",0,0,"0,8","0,2",0,"34,2","0,8",0,"11,5","28,7",0,"0,2","1,7","0,2","0,6",0,"11,5","0,4",0,0,"5,3",0,"0,2","0,4",0,0,0,0,0,0,0,0,0,0,"Sección 6,Distrito 1"
2903301001,Canillas de Aceituno,1001,1,1,494,2,1,1,0,0,1,0,201,5,1,66,168,2,0,10,0,1,0,10,1,0,0,19,0,0,2,2,0,0,0,1,0,0,0,0,0,201,6,PSOE,"0,4","0,2","0,2",0,0,"0,2",0,"40,7",1,"0,2","13,4",34,"0,4",0,2,0,"0,2",0,2,"0,2",0,0,"3,8",0,0,"0,4","0,4",0,0,0,"0,2",0,0,0,0,0,"Sección 1,Distrito 1"
2903401001,Canillas de Albaida,1001,1,1,262,1,2,0,0,1,0,0,49,5,0,50,144,0,0,0,0,1,0,0,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,144,10,PP,"0,4","0,8",0,0,"0,4",0,0,"18,7","1,9",0,"19,1",55,0,0,0,0,"0,4",0,0,"0,8",0,0,"1,1",0,0,"1,1",0,0,0,0,0,0,0,0,"0,4",0,"Sección 1,Distrito 1"
2903501001,Cañete la Real,1001,1,1,314,3,13,1,0,0,0,0,117,0,1,31,90,0,0,3,1,0,0,44,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,117,6,PSOE,1,"4,1","0,3",0,0,0,0,"37,3",0,"0,3","9,9","28,7",0,0,1,"0,3",0,0,14,"0,3",0,0,"2,5",0,0,"0,3",0,0,0,0,0,0,0,0,0,0,"Sección 1,Distrito 1"
2903501002,Cañete la Real,1002,2,1,336,3,10,0,0,2,0,0,156,0,0,22,65,1,0,5,0,0,1,53,1,0,0,14,0,0,1,0,0,0,0,1,1,0,0,0,0,156,6,PSOE,"0,9",3,0,0,"0,6",0,0,"46,4",0,0,"6,5","19,3","0,3",0,"1,5",0,0,"0,3","15,8","0,3",0,0,"4,2",0,0,"0,3",0,0,0,0,"0,3","0,3",0,0,0,0,"Sección 2,Distrito 1"
2903601001,Carratraca,1001,1,1,277,1,2,1,0,0,0,0,89,0,0,26,75,0,1,5,0,0,0,68,1,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,89,6,PSOE,"0,4","0,7","0,4",0,0,0,0,"32,1",0,0,"9,4","27,1",0,"0,4","1,8",0,0,0,"24,5","0,4",0,0,"2,2",0,0,0,"0,4",0,0,0,"0,4",0,0,0,0,0,"Sección 1,Distrito 1"
2903701001,Cartajima,1001,1,1,117,1,1,0,0,0,0,0,34,0,0,0,71,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,71,10,PP,"0,9","0,9",0,0,0,0,0,"29,1",0,0,0,"60,7",0,0,"2,6",0,0,0,"2,6",0,0,0,"3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,"Sección 1,Distrito 1"
2903801001,Cártama,1001,1,1,465,5,6,1,0,1,1,0,117,1,0,68,182,0,0,16,0,0,0,15,4,0,0,45,0,0,2,0,0,0,0,1,0,0,0,0,0,182,10,PP,"1,1","1,3","0,2",0,"0,2","0,2",0,"25,2","0,2",0,"14,6","39,1",0,0,"3,4",0,0,0,"3,2","0,9",0,0,"9,7",0,0,"0,4",0,0,0,0,"0,2",0,0,0,0,0,"Sección 1,Distrito 1"
2903801002,Cártama,1002,2,1,394,6,0,0,0,3,0,0,155,1,0,33,129,0,0,8,1,0,0,18,1,0,0,35,0,0,2,0,0,0,0,1,0,0,0,1,0,155,6,PSOE,"1,5",0,0,0,"0,8",0,0,"39,3","0,3",0,"8,4","32,7",0,0,2,"0,3",0,0,"4,6","0,3",0,0,"8,9",0,0,"0,5",0,0,0,0,"0,3",0,0,0,"0,3",0,"Sección 2,Distrito 1"
2903801003,Cártama,1003,3,1,462,1,11,1,0,3,0,0,131,3,2,59,150,0,0,6,0,0,1,26,6,0,0,59,0,0,0,1,1,0,0,0,1,0,0,0,0,150,10,PP,"0,2","2,4","0,2",0,"0,6",0,0,"28,4","0,6","0,4","12,8","32,5",0,0,"1,3",0,0,"0,2","5,6","1,3",0,0,"12,8",0,0,0,"0,2","0,2",0,0,0,"0,2",0,0,0,0,"Sección 3,Distrito 1"
2903801004,Cártama,1004,4,1,576,8,7,0,0,5,0,0,137,0,2,101,195,2,0,22,1,0,0,27,3,0,0,55,0,0,6,0,0,0,1,1,2,0,0,1,0,195,10,PP,"1,4","1,2",0,0,"0,9",0,0,"23,8",0,"0,3","17,5","33,9","0,3",0,"3,8","0,2",0,0,"4,7","0,5",0,0,"9,5",0,0,1,0,0,0,"0,2","0,2","0,3",0,0,"0,2",0,"Sección 4,Distrito 1"
2903801005,Cártama,1005,5,1,541,5,5,2,0,1,0,1,123,3,0,64,199,2,1,13,2,0,0,23,11,0,0,83,0,0,3,0,0,0,0,0,0,0,0,0,0,199,10,PP,"0,9","0,9","0,4",0,"0,2",0,"0,2","22,7","0,6",0,"11,8","36,8","0,4","0,2","2,4","0,4",0,0,"4,3",2,0,0,"15,3",0,0,"0,6",0,0,0,0,0,0,0,0,0,0,"Sección 5,Distrito 1"
2903801006,Cártama,1006,6,1,603,6,5,0,0,1,1,0,216,0,1,84,174,0,1,28,0,0,1,29,10,0,0,41,0,0,2,0,0,0,1,2,0,0,0,0,0,216,6,PSOE,1,"0,8",0,0,"0,2","0,2",0,"35,8",0,"0,2","13,9","28,9",0,"0,2","4,6",0,0,"0,2","4,8","1,7",0,0,"6,8",0,0,"0,3",0,0,0,"0,2","0,3",0,0,0,0,0,"Sección 6,Distrito 1"
2903802001,Cártama,2001,1,2,563,3,8,0,0,1,1,0,147,3,3,71,195,0,0,23,0,1,2,22,5,0,0,74,1,0,2,0,0,0,0,0,1,0,0,0,0,195,10,PP,"0,5","1,4",0,0,"0,2","0,2",0,"26,1","0,5","0,5","12,6","34,6",0,0,"4,1",0,"0,2","0,4","3,9","0,9",0,0,"13,1","0,2",0,"0,4",0,0,0,0,0,"0,2",0,0,0,0,"Sección 1,Distrito 2"
2903802003,Cártama,2003,3,2,620,4,6,1,0,3,0,0,179,10,3,72,191,0,0,15,0,0,0,32,16,0,0,80,1,0,2,0,0,0,0,1,1,0,0,2,1,191,10,PP,"0,6",1,"0,2",0,"0,5",0,0,"28,9","1,6","0,5","11,6","30,8",0,0,"2,4",0,0,0,"5,2","2,6",0,0,"12,9","0,2",0,"0,3",0,0,0,0,"0,2","0,2",0,0,"0,3","0,2","Sección 3,Distrito 2"
2903802004,Cártama,2004,4,2,647,3,4,0,0,5,2,0,187,1,0,77,248,0,1,14,1,1,0,21,5,0,0,63,0,0,8,0,0,0,0,2,4,0,0,0,0,248,10,PP,"0,5","0,6",0,0,"0,8","0,3",0,"28,9","0,2",0,"11,9","38,3",0,"0,2","2,2","0,2","0,2",0,"3,2","0,8",0,0,"9,7",0,0,"1,2",0,0,0,0,"0,3","0,6",0,0,0,0,"Sección 4,Distrito 2"
2903802005,Cártama,2005,5,2,627,7,7,0,0,2,0,0,204,2,2,91,195,2,0,13,0,0,0,21,4,0,0,62,0,1,11,1,0,0,0,2,0,0,0,0,0,204,6,PSOE,"1,1","1,1",0,0,"0,3",0,0,"32,5","0,3","0,3","14,5","31,1","0,3",0,"2,1",0,0,0,"3,3","0,6",0,0,"9,9",0,"0,2","1,8","0,2",0,0,0,"0,3",0,0,0,0,0,"Sección 5,Distrito 2"
2903802006,Cártama,2006,6,2,366,5,11,1,0,0,0,0,93,5,0,26,164,0,0,9,1,0,0,10,2,0,0,36,0,0,1,0,0,0,1,1,0,0,0,0,0,164,10,PP,"1,4",3,"0,3",0,0,0,0,"25,4","1,4",0,"7,1","44,8",0,0,"2,5","0,3",0,0,"2,7","0,5",0,0,"9,8",0,0,"0,3",0,0,0,"0,3","0,3",0,0,0,0,0,"Sección 6,Distrito 2"
2903802007,Cártama,2007,7,2,378,1,6,2,0,1,0,0,143,7,0,30,106,0,0,15,0,0,0,12,4,0,0,48,0,0,1,1,0,0,0,1,0,0,0,0,0,143,6,PSOE,"0,3","1,6","0,5",0,"0,3",0,0,"37,8","1,9",0,"7,9",28,0,0,4,0,0,0,"3,2","1,1",0,0,"12,7",0,0,"0,3","0,3",0,0,0,"0,3",0,0,0,0,0,"Sección 7,Distrito 2"
2903802008,Cártama,2008,8,2,626,6,5,0,1,0,0,0,166,3,0,79,230,0,0,21,2,1,1,27,4,0,0,73,0,0,4,0,0,0,0,2,0,1,0,0,0,230,10,PP,1,"0,8",0,"0,2",0,0,0,"26,5","0,5",0,"12,6","36,7",0,0,"3,4","0,3","0,2","0,2","4,3","0,6",0,0,"11,7",0,0,"0,6",0,0,0,0,"0,3",0,"0,2",0,0,0,"Sección 8,Distrito 2"
2903802009,Cártama,2009,9,2,666,9,2,2,1,3,0,0,158,7,1,70,250,1,0,23,1,1,0,30,4,0,0,96,0,0,6,0,0,0,0,0,1,0,0,0,0,250,10,PP,"1,4","0,3","0,3","0,2","0,5",0,0,"23,7","1,1","0,2","10,5","37,5","0,2",0,"3,5","0,2","0,2",0,"4,5","0,6",0,0,"14,4",0,0,"0,9",0,0,0,0,0,"0,2",0,0,0,0,"Sección 9,Distrito 2"
2903901001,Casabermeja,1001,1,1,666,4,9,3,0,4,1,0,147,0,1,48,165,0,0,16,2,2,1,210,3,1,0,37,0,1,7,0,0,0,0,3,1,0,0,0,0,210,17,SUMAR ANDALUCÍA,"0,6","1,4","0,5",0,"0,6","0,2",0,"22,1",0,"0,2","7,2","24,8",0,0,"2,4","0,3","0,3","0,2","31,5","0,5","0,2",0,"5,6",0,"0,2","1,1",0,0,0,0,"0,5","0,2",0,0,0,0,"Sección 1,Distrito 1"
2903901002,Casabermeja,1002,2,1,602,5,6,0,0,3,1,0,163,1,2,53,133,0,0,9,1,2,6,166,8,0,1,38,0,0,1,1,0,0,0,2,0,0,0,0,0,166,17,SUMAR ANDALUCÍA,"0,8",1,0,0,"0,5","0,2",0,"27,1","0,2","0,3","8,8","22,1",0,0,"1,5","0,2","0,3",1,"27,6","1,3",0,"0,2","6,3",0,0,"0,2","0,2",0,0,0,"0,3",0,0,0,0,0,"Sección 2,Distrito 1"
2904001001,Casarabonela,1001,1,1,510,8,11,0,0,0,0,1,170,0,0,53,215,0,0,8,0,0,0,10,2,1,0,24,0,0,5,1,0,0,0,1,0,0,0,0,0,215,10,PP,"1,6","2,2",0,0,0,0,"0,2","33,3",0,0,"10,4","42,2",0,0,"1,6",0,0,0,2,"0,4","0,2",0,"4,7",0,0,1,"0,2",0,0,0,"0,2",0,0,0,0,0,"Sección 1,Distrito 1"
2904001002,Casarabonela,1002,2,1,413,3,8,0,0,1,1,0,125,0,0,62,165,0,0,12,0,0,1,9,0,1,0,15,0,0,4,0,0,0,0,3,0,0,2,1,0,165,10,PP,"0,7","1,9",0,0,"0,2","0,2",0,"30,3",0,0,15,40,0,0,"2,9",0,0,"0,2","2,2",0,"0,2",0,"3,6",0,0,1,0,0,0,0,"0,7",0,0,"0,5","0,2",0,"Sección 2,Distrito 1"
2904101001,Casares,1001,1,1,277,3,4,1,0,0,1,0,77,4,0,26,76,0,0,17,0,0,4,49,0,0,0,11,0,0,0,2,0,0,0,0,2,0,0,0,0,77,6,PSOE,"1,1","1,4","0,4",0,0,"0,4",0,"27,8","1,4",0,"9,4","27,4",0,0,"6,1",0,0,"1,4","17,7",0,0,0,4,0,0,0,"0,7",0,0,0,0,"0,7",0,0,0,0,"Sección 1,Distrito 1"
2904101002,Casares,1002,2,1,355,3,11,3,0,0,0,0,107,5,4,31,90,0,0,10,1,1,1,76,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,107,6,PSOE,"0,8","3,1","0,8",0,0,0,0,"30,1","1,4","1,1","8,7","25,4",0,0,"2,8","0,3","0,3","0,3","21,4","0,3",0,0,"2,8",0,0,0,"0,3",0,0,0,0,0,0,0,0,0,"Sección 2,Distrito 1"
2904101003,Casares,1003,3,1,338,4,3,0,0,0,0,0,120,1,0,44,93,0,0,9,0,0,0,25,0,0,0,33,1,0,4,0,1,0,0,0,0,0,0,0,0,120,6,PSOE,"1,2","0,9",0,0,0,0,0,"35,5","0,3",0,13,"27,5",0,0,"2,7",0,0,0,"7,4",0,0,0,"9,8","0,3",0,"1,2",0,"0,3",0,0,0,0,0,0,0,0,"Sección 3,Distrito 1"
2904101004,Casares,1004,4,1,682,3,1,1,0,2,2,1,134,6,4,111,227,0,0,26,1,0,0,39,10,1,0,102,0,0,3,0,0,1,0,1,1,3,0,2,0,227,10,PP,"0,4","0,1","0,1",0,"0,3","0,3","0,1","19,6","0,9","0,6","16,3","33,3",0,0,"3,8","0,1",0,0,"5,7","1,5","0,1",0,15,0,0,"0,4",0,0,"0,1",0,"0,1","0,1","0,4",0,"0,3",0,"Sección 4,Distrito 1"
2904201001,Coín,1001,1,1,141,1,0,1,0,0,0,0,68,2,0,17,37,0,0,3,0,0,0,4,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,68,6,PSOE,"0,7",0,"0,7",0,0,0,0,"48,2","1,4",0,"12,1","26,2",0,0,"2,1",0,0,0,"2,8","0,7",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sección 1,Distrito 1"
2904201002,Coín,1002,2,1,460,3,9,2,0,3,1,0,124,8,0,49,192,0,0,13,2,0,0,18,3,0,0,26,0,0,2,0,1,0,1,2,1,0,0,0,0,192,10,PP,"0,7",2,"0,4",0,"0,7","0,2",0,27,"1,7",0,"10,7","41,7",0,0,"2,8","0,4",0,0,"3,9","0,7",0,0,"5,7",0,0,"0,4",0,"0,2",0,"0,2","0,4","0,2",0,0,0,0,"Sección 2,Distrito 1"
2904201003,Coín,1003,3,1,358,2,4,1,0,1,0,0,71,11,5,52,151,0,0,4,0,0,0,8,4,0,1,36,2,0,4,0,0,0,0,1,0,0,0,0,0,151,10,PP,"0,6","1,1","0,3",0,"0,3",0,0,"19,8","3,1","1,4","14,5","42,2",0,0,"1,1",0,0,0,"2,2","1,1",0,"0,3","10,1","0,6",0,"1,1",0,0,0,0,"0,3",0,0,0,0,0,"Sección 3,Distrito 1"
2904202001,Coín,2001,1,2,299,1,4,0,0,0,1,0,67,4,0,26,149,0,0,9,0,0,0,8,2,0,0,25,0,0,2,0,0,0,0,1,0,0,0,0,0,149,10,PP,"0,3","1,3",0,0,0,"0,3",0,"22,4","1,3",0,"8,7","49,8",0,0,3,0,0,0,"2,7","0,7",0,0,"8,4",0,0,"0,7",0,0,0,0,"0,3",0,0,0,0,0,"Sección 1,Distrito 2"
2904202002,Coín,2002,2,2,692,8,21,1,0,1,0,0,150,20,0,65,296,2,0,27,0,0,0,38,8,1,0,51,0,0,2,0,1,0,0,0,0,0,0,0,0,296,10,PP,"1,2",3,"0,1",0,"0,1",0,0,"21,7","2,9",0,"9,4","42,8","0,3",0,"3,9",0,0,0,"5,5","1,2","0,1",0,"7,4",0,0,"0,3",0,"0,1",0,0,0,0,0,0,0,0,"Sección 2,Distrito 2"
2904202003,Coín,2003,3,2,413,0,2,1,0,5,0,0,94,13,0,49,199,0,0,8,0,2,0,10,3,0,0,21,0,1,3,0,0,1,1,0,0,0,0,0,0,199,10,PP,0,"0,5","0,2",0,"1,2",0,0,"22,8","3,1",0,"11,9","48,2",0,0,"1,9",0,"0,5",0,"2,4","0,7",0,0,"5,1",0,"0,2","0,7",0,0,"0,2","0,2",0,0,0,0,0,0,"Sección 3,Distrito 2"
2904203001,Coín,3001,1,3,247,2,0,0,1,0,0,0,43,1,0,25,125,0,1,4,1,0,0,14,0,1,0,24,0,0,2,0,0,0,1,1,1,0,0,0,0,125,10,PP,"0,8",0,0,"0,4",0,0,0,"17,4","0,4",0,"10,1","50,6",0,"0,4","1,6","0,4",0,0,"5,7",0,"0,4",0,"9,7",0,0,"0,8",0,0,0,"0,4","0,4","0,4",0,0,0,0,"Sección 1,Distrito 3"
2904203002,Coín,3002,2,3,663,9,11,2,0,2,0,0,155,9,2,89,260,0,0,9,2,0,0,18,7,1,0,68,0,1,9,0,0,1,2,5,1,0,0,0,0,260,10,PP,"1,4","1,7","0,3",0,"0,3",0,0,"23,4","1,4","0,3","13,4","39,2",0,0,"1,4","0,3",0,0,"2,7","1,1","0,2",0,"10,3",0,"0,2","1,4",0,0,"0,2","0,3","0,8","0,2",0,0,0,0,"Sección 2,Distrito 3"
2904203003,Coín,3003,3,3,461,1,6,0,0,0,0,1,111,5,0,67,192,0,0,13,1,0,0,14,4,0,0,38,0,0,7,1,0,0,0,0,0,0,0,0,0,192,10,PP,"0,2","1,3",0,0,0,0,"0,2","24,1","1,1",0,"14,5","41,6",0,0,"2,8","0,2",0,0,3,"0,9",0,0,"8,2",0,0,"1,5","0,2",0,0,0,0,0,0,0,0,0,"Sección 3,Distrito 3"
2904203004,Coín,3004,4,3,205,1,1,0,0,0,0,0,73,4,0,27,60,0,0,13,0,0,0,3,2,0,0,18,0,0,1,0,0,0,0,1,0,0,0,1,0,73,6,PSOE,"0,5","0,5",0,0,0,0,0,"35,6",2,0,"13,2","29,3",0,0,"6,3",0,0,0,"1,5",1,0,0,"8,8",0,0,"0,5",0,0,0,0,"0,5",0,0,0,"0,5",0,"Sección 4,Distrito 3"
2904204001,Coín,4001,1,4,641,5,5,3,2,4,0,0,130,16,9,74,256,1,1,23,1,1,0,33,6,0,0,64,0,1,5,1,0,0,0,0,0,0,0,0,0,256,10,PP,"0,8","0,8","0,5","0,3","0,6",0,0,"20,3","2,5","1,4","11,5","39,9","0,2","0,2","3,6","0,2","0,2",0,"5,1","0,9",0,0,10,0,"0,2","0,8","0,2",0,0,0,0,0,0,0,0,0,"Sección 1,Distrito 4"
2904204002,Coín,4002,2,4,430,3,3,1,0,2,0,0,87,4,0,60,166,1,0,19,1,0,0,19,10,1,0,48,0,3,1,0,0,0,0,0,1,0,0,0,0,166,10,PP,"0,7","0,7","0,2",0,"0,5",0,0,"20,2","0,9",0,14,"38,6","0,2",0,"4,4","0,2",0,0,"4,4","2,3","0,2",0,"11,2",0,"0,7","0,2",0,0,0,0,0,"0,2",0,0,0,0,"Sección 2,Distrito 4"
2904204003,Coín,4003,3,4,415,1,7,0,0,5,0,0,84,9,0,67,159,0,0,16,0,0,0,20,5,1,0,36,0,0,3,0,0,0,0,1,0,0,0,1,0,159,10,PP,"0,2","1,7",0,0,"1,2",0,0,"20,2","2,2",0,"16,1","38,3",0,0,"3,9",0,0,0,"4,8","1,2","0,2",0,"8,7",0,0,"0,7",0,0,0,0,"0,2",0,0,0,"0,2",0,"Sección 3,Distrito 4"
2904204004,Coín,4004,4,4,572,6,3,0,0,0,0,1,148,5,3,56,247,0,0,19,1,0,1,23,10,0,0,45,0,1,2,0,0,0,0,0,0,0,0,1,0,247,10,PP,1,"0,5",0,0,0,0,"0,2","25,9","0,9","0,5","9,8","43,2",0,0,"3,3","0,2",0,"0,2",4,"1,7",0,0,"7,9",0,"0,2","0,3",0,0,0,0,0,0,0,0,"0,2",0,"Sección 4,Distrito 4"
2904301001,Colmenar,1001,1,1,741,10,12,0,1,3,0,2,244,4,1,76,280,0,1,14,1,0,2,24,4,0,1,54,1,0,2,0,1,0,1,2,0,0,0,0,0,280,10,PP,"1,3","1,6",0,"0,1","0,4",0,"0,3","32,9","0,5","0,1","10,3","37,8",0,"0,1","1,9","0,1",0,"0,3","3,2","0,5",0,"0,1","7,3","0,1",0,"0,3",0,"0,1",0,"0,1","0,3",0,0,0,0,0,"Sección 1,Distrito 1"
2904301002,Colmenar,1002,2,1,284,5,7,0,0,0,0,0,134,0,0,34,73,0,0,7,2,2,0,6,3,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,134,6,PSOE,"1,8","2,5",0,0,0,0,0,"47,2",0,0,12,"25,7",0,0,"2,5","0,7","0,7",0,"2,1","1,1",0,0,"3,2",0,0,"0,7",0,0,0,0,0,0,0,0,0,0,"Sección 2,Distrito 1"
2904401001,Comares,1001,1,1,384,5,1,1,0,1,1,0,132,1,6,44,156,0,0,4,2,0,0,4,0,1,0,20,1,0,3,0,0,0,0,1,0,0,0,0,0,156,10,PP,"1,3","0,3","0,3",0,"0,3","0,3",0,"34,4","0,3","1,6","11,5","40,6",0,0,1,"0,5",0,0,1,0,"0,3",0,"5,2","0,3",0,"0,8",0,0,0,0,"0,3",0,0,0,0,0,"Sección 1,Distrito 1"
2904501001,Cómpeta,1001,1,1,305,2,5,0,0,0,0,0,73,2,0,53,114,0,0,2,0,0,0,7,3,0,0,36,1,0,5,0,1,0,1,0,0,0,0,0,0,114,10,PP,"0,7","1,6",0,0,0,0,0,"23,9","0,7",0,"17,4","37,4",0,0,"0,7",0,0,0,"2,3",1,0,0,"11,8","0,3",0,"1,6",0,"0,3",0,"0,3",0,0,0,0,0,0,"Sección 1,Distrito 1"
2904501002,Cómpeta,1002,2,1,363,2,1,0,0,0,0,0,99,0,0,60,136,0,0,2,0,0,0,9,9,0,0,34,0,0,7,0,0,1,0,3,0,0,0,0,0,136,10,PP,"0,6","0,3",0,0,0,0,0,"27,3",0,0,"16,5","37,5",0,0,"0,6",0,0,0,"2,5","2,5",0,0,"9,4",0,0,"1,9",0,0,"0,3",0,"0,8",0,0,0,0,0,"Sección 2,Distrito 1"
2904601001,Cortes de la Frontera,1001,1,1,748,8,4,1,0,0,0,0,287,4,0,60,293,0,0,17,1,1,0,24,4,0,0,28,2,0,5,3,0,0,1,3,1,0,1,0,0,293,10,PP,"1,1","0,5","0,1",0,0,0,0,"38,4","0,5",0,8,"39,2",0,0,"2,3","0,1","0,1",0,"3,2","0,5",0,0,"3,7","0,3",0,"0,7","0,4",0,0,"0,1","0,4","0,1",0,"0,1",0,0,"Sección 1,Distrito 1"
2904601002,Cortes de la Frontera,1002,2,1,408,6,1,0,0,1,2,0,143,2,0,50,160,0,0,7,0,0,0,13,1,0,0,16,0,0,5,0,0,0,0,1,0,0,0,0,0,160,10,PP,"1,5","0,2",0,0,"0,2","0,5",0,35,"0,5",0,"12,3","39,2",0,0,"1,7",0,0,0,"3,2","0,2",0,0,"3,9",0,0,"1,2",0,0,0,0,"0,2",0,0,0,0,0,"Sección 2,Distrito 1"
2904701001,Cuevas Bajas,1001,1,1,542,6,11,0,0,12,0,0,307,0,0,18,100,1,0,13,0,2,1,55,2,0,0,10,0,0,2,0,0,0,0,2,0,0,0,0,0,307,6,PSOE,"1,1",2,0,0,"2,2",0,0,"56,6",0,0,"3,3","18,5","0,2",0,"2,4",0,"0,4","0,2","10,1","0,4",0,0,"1,8",0,0,"0,4",0,0,0,0,"0,4",0,0,0,0,0,"Sección 1,Distrito 1"
2904801001,Cuevas del Becerro,1001,1,1,740,13,13,2,0,6,1,0,356,1,0,21,96,0,0,24,0,2,3,188,4,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,356,6,PSOE,"1,8","1,8","0,3",0,"0,8","0,1",0,"48,1","0,1",0,"2,8",13,0,0,"3,2",0,"0,3","0,4","25,4","0,5",0,"0,1","1,1",0,0,"0,1",0,0,0,0,0,0,0,0,0,0,"Sección 1,Distrito 1"
2904901001,Cuevas de San Marcos,1001,1,1,324,2,0,0,0,0,0,0,187,0,0,13,65,0,0,20,1,0,1,14,1,1,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,187,6,PSOE,"0,6",0,0,0,0,0,0,"57,7",0,0,4,"20,1",0,0,"6,2","0,3",0,"0,3","4,3","0,3","0,3",0,"4,9",0,0,"0,9",0,0,0,0,0,0,0,0,0,0,"Sección 1,Distrito 1"
2904901002,Cuevas de San Marcos,1002,2,1,481,4,4,2,0,4,0,0,200,3,0,58,114,0,0,27,1,0,0,35,0,0,0,23,0,0,1,0,0,0,0,3,1,1,0,0,0,200,6,PSOE,"0,8","0,8","0,4",0,"0,8",0,0,"41,6","0,6",0,"12,1","23,7",0,0,"5,6","0,2",0,0,"7,3",0,0,0,"4,8",0,0,"0,2",0,0,0,0,"0,6","0,2","0,2",0,0,0,"Sección 2,Distrito 1"
2904902001,Cuevas de San Marcos,2001,1,2,529,1,4,6,0,3,0,0,290,2,0,38,114,1,0,9,0,0,0,25,4,0,0,29,0,0,0,0,1,0,0,1,1,0,0,0,0,290,6,PSOE,"0,2","0,8","1,1",0,"0,6",0,0,"54,8","0,4",0,"7,2","21,6","0,2",0,"1,7",0,0,0,"4,7","0,8",0,0,"5,5",0,0,0,0,"0,2",0,0,"0,2","0,2",0,0,0,0,"Sección 1,Distrito 2"
